Treatment	Length	Temp	pH	Generation	Stage
AA	0.34	18	8.2	0	C1
AA	0.33	18	8.2	0	C1
AA	0.33	18	8.2	0	C1
AA	0.36	18	8.2	0	C1
AA	0.35	18	8.2	0	C1
AA	0.36	18	8.2	0	C1
AA	0.35	18	8.2	0	C1
AA	0.36	18	8.2	0	C1
AA	0.33	18	8.2	0	C1
AA	0.35	18	8.2	0	C1
AA	0.85	18	8.2	0	C6F
AA	0.92	18	8.2	0	C6F
AA	0.92	18	8.2	0	C6F
AA	0.93	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.93	18	8.2	0	C6F
AA	0.92	18	8.2	0	C6F
AA	0.9	18	8.2	0	C6F
AA	0.87	18	8.2	0	C6F
AA	0.86	18	8.2	0	C6F
AA	0.91	18	8.2	0	C6F
AA	0.89	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.84	18	8.2	0	C6F
AA	0.75	18	8.2	0	C6F
AA	0.85	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.87	18	8.2	0	C6F
AA	0.86	18	8.2	0	C6F
AA	0.76	18	8.2	0	C6F
AA	0.93	18	8.2	0	C6F
AA	0.9	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.99	18	8.2	0	C6F
AA	0.9	18	8.2	0	C6F
AA	0.92	18	8.2	0	C6F
AA	0.83	18	8.2	0	C6F
AA	0.92	18	8.2	0	C6F
AA	0.9	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.87	18	8.2	0	C6F
AA	0.9	18	8.2	0	C6F
AA	0.84	18	8.2	0	C6F
AA	0.83	18	8.2	0	C6F
AA	0.87	18	8.2	0	C6F
AA	0.89	18	8.2	0	C6F
AA	0.87	18	8.2	0	C6F
AA	0.85	18	8.2	0	C6F
AA	0.88	18	8.2	0	C6F
AA	0.757	18	8.2	0	C6M
AA	0.913	18	8.2	0	C6M
AA	0.767	18	8.2	0	C6M
AA	0.769	18	8.2	0	C6M
AA	0.761	18	8.2	0	C6M
AA	0.794	18	8.2	0	C6M
AA	0.747	18	8.2	0	C6M
AA	0.74	18	8.2	0	C6M
AA	0.751	18	8.2	0	C6M
AA	0.935	18	8.2	0	C6M
AA	0.769	18	8.2	0	C6M
AA	0.771	18	8.2	0	C6M
AA	0.75	18	8.2	0	C6M
AA	0.768	18	8.2	0	C6M
AA	0.781	18	8.2	0	C6M
AA	0.781	18	8.2	0	C6M
AA	0.735	18	8.2	0	C6M
AA	0.741	18	8.2	0	C6M
AA	0.806	18	8.2	0	C6M
AA	0.759	18	8.2	0	C6M
AA	0.782	18	8.2	0	C6M
AA	0.763	18	8.2	0	C6M
AA	0.761	18	8.2	0	C6M
AA	0.726	18	8.2	0	C6M
AA	0.779	18	8.2	0	C6M
AA	0.741	18	8.2	0	C6M
AA	0.76	18	8.2	0	C6M
AA	0.742	18	8.2	0	C6M
AA	0.887	18	8.2	0	C6M
AA	0.853	18	8.2	0	C6M
AA	0.753	18	8.2	0	C6M
AA	0.763	18	8.2	0	C6M
AA	0.758	18	8.2	0	C6M
AA	0.749	18	8.2	0	C6M
AA	0.742	18	8.2	0	C6M
AA	0.774	18	8.2	0	C6M
AA	0.74	18	8.2	0	C6M
AA	0.76	18	8.2	0	C6M
AA	0.734	18	8.2	0	C6M
AH	0.34	18	7.5	0	C1
AH	0.36	18	7.5	0	C1
AH	0.35	18	7.5	0	C1
AH	0.35	18	7.5	0	C1
AH	0.35	18	7.5	0	C1
AH	0.36	18	7.5	0	C1
AH	0.36	18	7.5	0	C1
AH	0.34	18	7.5	0	C1
AH	0.92	18	7.5	0	C6F
AH	0.9	18	7.5	0	C6F
AH	0.91	18	7.5	0	C6F
AH	0.86	18	7.5	0	C6F
AH	0.91	18	7.5	0	C6F
AH	0.91	18	7.5	0	C6F
AH	0.89	18	7.5	0	C6F
AH	0.88	18	7.5	0	C6F
AH	0.89	18	7.5	0	C6F
AH	0.85	18	7.5	0	C6F
AH	0.86	18	7.5	0	C6F
AH	0.87	18	7.5	0	C6F
AH	0.87	18	7.5	0	C6F
AH	0.9	18	7.5	0	C6F
AH	0.9	18	7.5	0	C6F
AH	0.91	18	7.5	0	C6F
AH	0.83	18	7.5	0	C6F
AH	0.84	18	7.5	0	C6F
AH	0.91	18	7.5	0	C6F
AH	0.94	18	7.5	0	C6F
AH	0.77	18	7.5	0	C6F
AH	0.94	18	7.5	0	C6F
AH	0.94	18	7.5	0	C6F
AH	0.88	18	7.5	0	C6F
AH	0.93	18	7.5	0	C6F
AH	0.9	18	7.5	0	C6F
AH	0.92	18	7.5	0	C6F
AH	0.92	18	7.5	0	C6F
AH	0.85	18	7.5	0	C6F
AH	0.89	18	7.5	0	C6F
AH	0.87	18	7.5	0	C6F
AH	0.85	18	7.5	0	C6F
AH	0.89	18	7.5	0	C6F
AH	0.86	18	7.5	0	C6F
AH	0.88	18	7.5	0	C6F
AH	0.83	18	7.5	0	C6F
AH	0.781	18	7.5	0	C6M
AH	0.783	18	7.5	0	C6M
AH	0.768	18	7.5	0	C6M
AH	0.724	18	7.5	0	C6M
AH	0.747	18	7.5	0	C6M
AH	0.754	18	7.5	0	C6M
AH	0.804	18	7.5	0	C6M
AH	0.751	18	7.5	0	C6M
AH	0.746	18	7.5	0	C6M
AH	0.771	18	7.5	0	C6M
AH	0.754	18	7.5	0	C6M
AH	0.744	18	7.5	0	C6M
AH	0.768	18	7.5	0	C6M
AH	0.782	18	7.5	0	C6M
AH	0.856	18	7.5	0	C6M
AH	0.758	18	7.5	0	C6M
AH	0.762	18	7.5	0	C6M
AH	0.718	18	7.5	0	C6M
AH	0.716	18	7.5	0	C6M
AH	0.766	18	7.5	0	C6M
AH	0.78	18	7.5	0	C6M
AH	0.78	18	7.5	0	C6M
AH	0.778	18	7.5	0	C6M
AH	0.726	18	7.5	0	C6M
AH	0.769	18	7.5	0	C6M
AH	0.734	18	7.5	0	C6M
AH	0.722	18	7.5	0	C6M
AH	0.866	18	7.5	0	C6M
AH	0.78	18	7.5	0	C6M
AH	0.764	18	7.5	0	C6M
AH	0.74	18	7.5	0	C6M
AH	0.736	18	7.5	0	C6M
AH	0.736	18	7.5	0	C6M
AH	0.715	18	7.5	0	C6M
AH	0.737	18	7.5	0	C6M
AH	0.754	18	7.5	0	C6M
AH	0.755	18	7.5	0	C6M
AH	0.837	18	7.5	0	C6M
AH	0.755	18	7.5	0	C6M
AH	0.771	18	7.5	0	C6M
HA	0.33	22	8.2	0	C1
HA	0.34	22	8.2	0	C1
HA	0.34	22	8.2	0	C1
HA	0.33	22	8.2	0	C1
HA	0.33	22	8.2	0	C1
HA	0.35	22	8.2	0	C1
HA	0.35	22	8.2	0	C1
HA	0.37	22	8.2	0	C1
HA	0.87	22	8.2	0	C6F
HA	0.83	22	8.2	0	C6F
HA	0.81	22	8.2	0	C6F
HA	0.84	22	8.2	0	C6F
HA	0.85	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.82	22	8.2	0	C6F
HA	0.91	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.82	22	8.2	0	C6F
HA	0.84	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.81	22	8.2	0	C6F
HA	0.84	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.83	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.73	22	8.2	0	C6F
HA	0.76	22	8.2	0	C6F
HA	0.84	22	8.2	0	C6F
HA	0.85	22	8.2	0	C6F
HA	1.01	22	8.2	0	C6F
HA	0.89	22	8.2	0	C6F
HA	0.87	22	8.2	0	C6F
HA	0.79	22	8.2	0	C6F
HA	0.82	22	8.2	0	C6F
HA	0.81	22	8.2	0	C6F
HA	0.85	22	8.2	0	C6F
HA	0.84	22	8.2	0	C6F
HA	0.89	22	8.2	0	C6F
HA	0.91	22	8.2	0	C6F
HA	0.81	22	8.2	0	C6F
HA	0.87	22	8.2	0	C6F
HA	0.88	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.8	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.91	22	8.2	0	C6F
HA	0.86	22	8.2	0	C6F
HA	0.88	22	8.2	0	C6F
HA	0.698	22	8.2	0	C6M
HA	0.716	22	8.2	0	C6M
HA	0.735	22	8.2	0	C6M
HA	0.768	22	8.2	0	C6M
HA	0.73	22	8.2	0	C6M
HA	0.729	22	8.2	0	C6M
HA	0.725	22	8.2	0	C6M
HA	0.671	22	8.2	0	C6M
HA	0.748	22	8.2	0	C6M
HA	0.738	22	8.2	0	C6M
HA	0.694	22	8.2	0	C6M
HA	0.707	22	8.2	0	C6M
HA	0.732	22	8.2	0	C6M
HA	0.7	22	8.2	0	C6M
HA	0.706	22	8.2	0	C6M
HA	0.711	22	8.2	0	C6M
HA	0.705	22	8.2	0	C6M
HA	0.738	22	8.2	0	C6M
HA	0.7	22	8.2	0	C6M
HA	0.711	22	8.2	0	C6M
HA	0.777	22	8.2	0	C6M
HA	0.7	22	8.2	0	C6M
HA	0.749	22	8.2	0	C6M
HA	0.713	22	8.2	0	C6M
HA	0.676	22	8.2	0	C6M
HA	0.755	22	8.2	0	C6M
HA	0.692	22	8.2	0	C6M
HA	0.708	22	8.2	0	C6M
HA	0.747	22	8.2	0	C6M
HA	0.752	22	8.2	0	C6M
HA	0.748	22	8.2	0	C6M
HA	0.733	22	8.2	0	C6M
HA	0.738	22	8.2	0	C6M
HA	0.741	22	8.2	0	C6M
HA	0.751	22	8.2	0	C6M
HA	0.749	22	8.2	0	C6M
HA	0.716	22	8.2	0	C6M
HA	0.722	22	8.2	0	C6M
HA	0.764	22	8.2	0	C6M
HA	0.727	22	8.2	0	C6M
HH	0.323	22	7.5	0	C1
HH	0.332	22	7.5	0	C1
HH	0.341	22	7.5	0	C1
HH	0.331	22	7.5	0	C1
HH	0.334	22	7.5	0	C1
HH	0.328	22	7.5	0	C1
HH	0.326	22	7.5	0	C1
HH	0.336	22	7.5	0	C1
HH	0.321	22	7.5	0	C1
HH	0.349	22	7.5	0	C1
HH	0.332	22	7.5	0	C1
HH	0.33	22	7.5	0	C1
HH	0.359	22	7.5	0	C1
HH	0.352	22	7.5	0	C1
HH	0.347	22	7.5	0	C1
HH	0.343	22	7.5	0	C1
HH	0.316	22	7.5	0	C1
HH	0.351	22	7.5	0	C1
HH	0.326	22	7.5	0	C1
HH	0.318	22	7.5	0	C1
HH	0.352	22	7.5	0	C1
HH	0.337	22	7.5	0	C1
HH	0.328	22	7.5	0	C1
HH	0.353	22	7.5	0	C1
HH	0.342	22	7.5	0	C1
HH	0.84	22	7.5	0	C6F
HH	0.85	22	7.5	0	C6F
HH	0.86	22	7.5	0	C6F
HH	0.87	22	7.5	0	C6F
HH	0.85	22	7.5	0	C6F
HH	0.81	22	7.5	0	C6F
HH	0.68	22	7.5	0	C6F
HH	0.87	22	7.5	0	C6F
HH	0.85	22	7.5	0	C6F
HH	0.83	22	7.5	0	C6F
HH	0.86	22	7.5	0	C6F
HH	0.85	22	7.5	0	C6F
HH	0.86	22	7.5	0	C6F
HH	0.84	22	7.5	0	C6F
HH	0.83	22	7.5	0	C6F
HH	0.685	22	7.5	0	C6M
HH	0.731	22	7.5	0	C6M
HH	0.704	22	7.5	0	C6M
HH	0.696	22	7.5	0	C6M
HH	0.723	22	7.5	0	C6M
HH	0.713	22	7.5	0	C6M
HH	0.717	22	7.5	0	C6M
HH	0.732	22	7.5	0	C6M
HH	0.72	22	7.5	0	C6M
HH	0.722	22	7.5	0	C6M
HH	0.718	22	7.5	0	C6M
HH	0.746	22	7.5	0	C6M
HH	0.704	22	7.5	0	C6M
HH	0.736	22	7.5	0	C6M
HH	0.661	22	7.5	0	C6M
HH	0.715	22	7.5	0	C6M
HH	0.737	22	7.5	0	C6M
HH	0.782	22	7.5	0	C6M
HH	0.736	22	7.5	0	C6M
HH	0.697	22	7.5	0	C6M
HH	0.694	22	7.5	0	C6M
HH	0.739	22	7.5	0	C6M
HH	0.745	22	7.5	0	C6M
HH	0.731	22	7.5	0	C6M
HH	0.695	22	7.5	0	C6M
HH	0.695	22	7.5	0	C6M
HH	0.767	22	7.5	0	C6M
HH	0.719	22	7.5	0	C6M
HH	0.724	22	7.5	0	C6M
HH	0.736	22	7.5	0	C6M
HH	0.722	22	7.5	0	C6M
HH	0.724	22	7.5	0	C6M
HH	0.739	22	7.5	0	C6M
HH	0.715	22	7.5	0	C6M
HH	0.744	22	7.5	0	C6M
HH	0.732	22	7.5	0	C6M
HH	0.744	22	7.5	0	C6M
HH	0.715	22	7.5	0	C6M
HH	0.732	22	7.5	0	C6M
AA	0.352	18	8.2	3	C1
AA	0.346	18	8.2	3	C1
AA	0.329	18	8.2	3	C1
AA	0.332	18	8.2	3	C1
AA	0.357	18	8.2	3	C1
AA	0.359	18	8.2	3	C1
AA	0.347	18	8.2	3	C1
AA	0.336	18	8.2	3	C1
AA	0.353	18	8.2	3	C1
AA	0.345	18	8.2	3	C1
AA	0.347	18	8.2	3	C1
AA	0.34	18	8.2	3	C1
AA	0.345	18	8.2	3	C1
AA	0.36	18	8.2	3	C1
AA	0.343	18	8.2	3	C1
AA	0.344	18	8.2	3	C1
AA	0.333	18	8.2	3	C1
AA	0.362	18	8.2	3	C1
AA	0.34	18	8.2	3	C1
AA	0.34	18	8.2	3	C1
AA	0.342	18	8.2	3	C1
AA	0.328	18	8.2	3	C1
AA	0.341	18	8.2	3	C1
AA	0.337	18	8.2	3	C1
AA	0.322	18	8.2	3	C1
AA	0.333	18	8.2	3	C1
AA	0.32	18	8.2	3	C1
AA	0.327	18	8.2	3	C1
AA	0.332	18	8.2	3	C1
AA	0.332	18	8.2	3	C1
AA	0.326	18	8.2	3	C1
AA	0.35	18	8.2	3	C1
AA	0.337	18	8.2	3	C1
AA	0.331	18	8.2	3	C1
AA	0.354	18	8.2	3	C1
AA	0.355	18	8.2	3	C1
AA	0.338	18	8.2	3	C1
AA	0.333	18	8.2	3	C1
AA	0.318	18	8.2	3	C1
AA	0.348	18	8.2	3	C1
AA	0.813	18	8.2	3	C6F
AA	0.862	18	8.2	3	C6F
AA	0.814	18	8.2	3	C6F
AA	0.851	18	8.2	3	C6F
AA	0.828	18	8.2	3	C6F
AA	0.841	18	8.2	3	C6F
AA	0.808	18	8.2	3	C6F
AA	0.845	18	8.2	3	C6F
AA	0.841	18	8.2	3	C6F
AA	0.792	18	8.2	3	C6F
AA	0.878	18	8.2	3	C6F
AA	0.863	18	8.2	3	C6F
AA	0.873	18	8.2	3	C6F
AA	0.839	18	8.2	3	C6F
AA	0.885	18	8.2	3	C6F
AA	0.883	18	8.2	3	C6F
AA	0.87	18	8.2	3	C6F
AA	0.903	18	8.2	3	C6F
AA	0.834	18	8.2	3	C6F
AA	0.82	18	8.2	3	C6F
AA	0.739	18	8.2	3	C6F
AA	0.599	18	8.2	3	C6F
AA	0.763	18	8.2	3	C6F
AA	0.785	18	8.2	3	C6F
AA	0.794	18	8.2	3	C6F
AA	0.63	18	8.2	3	C6F
AA	0.784	18	8.2	3	C6F
AA	0.665	18	8.2	3	C6F
AA	0.687	18	8.2	3	C6F
AA	0.77	18	8.2	3	C6F
AA	0.749	18	8.2	3	C6F
AA	0.751	18	8.2	3	C6F
AA	0.773	18	8.2	3	C6F
AA	0.781	18	8.2	3	C6F
AA	0.716	18	8.2	3	C6F
AA	0.761	18	8.2	3	C6F
AA	0.816	18	8.2	3	C6F
AA	0.725	18	8.2	3	C6F
AA	0.792	18	8.2	3	C6F
AA	0.697	18	8.2	3	C6M
AA	0.698	18	8.2	3	C6M
AA	0.695	18	8.2	3	C6M
AA	0.719	18	8.2	3	C6M
AA	0.706	18	8.2	3	C6M
AA	0.687	18	8.2	3	C6M
AA	0.676	18	8.2	3	C6M
AA	0.699	18	8.2	3	C6M
AA	0.708	18	8.2	3	C6M
AA	0.71	18	8.2	3	C6M
AA	0.733	18	8.2	3	C6M
AA	0.723	18	8.2	3	C6M
AA	0.714	18	8.2	3	C6M
AA	0.742	18	8.2	3	C6M
AA	0.717	18	8.2	3	C6M
AA	0.733	18	8.2	3	C6M
AA	0.743	18	8.2	3	C6M
AA	0.749	18	8.2	3	C6M
AA	0.719	18	8.2	3	C6M
AA	0.743	18	8.2	3	C6M
AA	0.682	18	8.2	3	C6M
AA	0.606	18	8.2	3	C6M
AA	0.685	18	8.2	3	C6M
AA	0.658	18	8.2	3	C6M
AA	0.71	18	8.2	3	C6M
AA	0.701	18	8.2	3	C6M
AA	0.669	18	8.2	3	C6M
AA	0.661	18	8.2	3	C6M
AA	0.659	18	8.2	3	C6M
AA	0.685	18	8.2	3	C6M
AA	0.662	18	8.2	3	C6M
AA	0.669	18	8.2	3	C6M
AA	0.699	18	8.2	3	C6M
AA	0.701	18	8.2	3	C6M
AA	0.685	18	8.2	3	C6M
AA	0.712	18	8.2	3	C6M
AA	0.67	18	8.2	3	C6M
AA	0.672	18	8.2	3	C6M
AA	0.713	18	8.2	3	C6M
AA	0.718	18	8.2	3	C6M
AH	0.346	18	7.5	3	C1
AH	0.368	18	7.5	3	C1
AH	0.361	18	7.5	3	C1
AH	0.33	18	7.5	3	C1
AH	0.327	18	7.5	3	C1
AH	0.332	18	7.5	3	C1
AH	0.331	18	7.5	3	C1
AH	0.329	18	7.5	3	C1
AH	0.355	18	7.5	3	C1
AH	0.351	18	7.5	3	C1
AH	0.355	18	7.5	3	C1
AH	0.343	18	7.5	3	C1
AH	0.34	18	7.5	3	C1
AH	0.365	18	7.5	3	C1
AH	0.366	18	7.5	3	C1
AH	0.368	18	7.5	3	C1
AH	0.364	18	7.5	3	C1
AH	0.33	18	7.5	3	C1
AH	0.328	18	7.5	3	C1
AH	0.345	18	7.5	3	C1
AH	0.361	18	7.5	3	C1
AH	0.351	18	7.5	3	C1
AH	0.357	18	7.5	3	C1
AH	0.342	18	7.5	3	C1
AH	0.371	18	7.5	3	C1
AH	0.366	18	7.5	3	C1
AH	0.332	18	7.5	3	C1
AH	0.33	18	7.5	3	C1
AH	0.357	18	7.5	3	C1
AH	0.343	18	7.5	3	C1
AH	0.341	18	7.5	3	C1
AH	0.301	18	7.5	3	C1
AH	0.355	18	7.5	3	C1
AH	0.365	18	7.5	3	C1
AH	0.361	18	7.5	3	C1
AH	0.371	18	7.5	3	C1
AH	0.327	18	7.5	3	C1
AH	0.352	18	7.5	3	C1
AH	0.351	18	7.5	3	C1
AH	0.861	18	7.5	3	C6F
AH	0.843	18	7.5	3	C6F
AH	0.924	18	7.5	3	C6F
AH	0.901	18	7.5	3	C6F
AH	0.853	18	7.5	3	C6F
AH	0.814	18	7.5	3	C6F
AH	0.861	18	7.5	3	C6F
AH	0.894	18	7.5	3	C6F
AH	0.837	18	7.5	3	C6F
AH	0.847	18	7.5	3	C6F
AH	0.836	18	7.5	3	C6F
AH	0.844	18	7.5	3	C6F
AH	0.867	18	7.5	3	C6F
AH	0.855	18	7.5	3	C6F
AH	0.854	18	7.5	3	C6F
AH	0.852	18	7.5	3	C6F
AH	0.847	18	7.5	3	C6F
AH	0.832	18	7.5	3	C6F
AH	0.872	18	7.5	3	C6F
AH	0.858	18	7.5	3	C6F
AH	0.899	18	7.5	3	C6F
AH	0.883	18	7.5	3	C6F
AH	0.86	18	7.5	3	C6F
AH	0.889	18	7.5	3	C6F
AH	0.899	18	7.5	3	C6F
AH	0.827	18	7.5	3	C6F
AH	0.887	18	7.5	3	C6F
AH	0.835	18	7.5	3	C6F
AH	0.848	18	7.5	3	C6F
AH	0.865	18	7.5	3	C6F
AH	0.911	18	7.5	3	C6F
AH	0.835	18	7.5	3	C6F
AH	0.878	18	7.5	3	C6F
AH	0.871	18	7.5	3	C6F
AH	0.873	18	7.5	3	C6F
AH	0.889	18	7.5	3	C6F
AH	0.864	18	7.5	3	C6F
AH	0.841	18	7.5	3	C6F
AH	0.88	18	7.5	3	C6F
AH	0.874	18	7.5	3	C6F
AH	0.768	18	7.5	3	C6M
AH	0.721	18	7.5	3	C6M
AH	0.742	18	7.5	3	C6M
AH	0.728	18	7.5	3	C6M
AH	0.754	18	7.5	3	C6M
AH	0.742	18	7.5	3	C6M
AH	0.716	18	7.5	3	C6M
AH	0.729	18	7.5	3	C6M
AH	0.747	18	7.5	3	C6M
AH	0.752	18	7.5	3	C6M
AH	0.71	18	7.5	3	C6M
AH	0.76	18	7.5	3	C6M
AH	0.789	18	7.5	3	C6M
AH	0.751	18	7.5	3	C6M
AH	0.717	18	7.5	3	C6M
AH	0.683	18	7.5	3	C6M
AH	0.714	18	7.5	3	C6M
AH	0.751	18	7.5	3	C6M
AH	0.719	18	7.5	3	C6M
AH	0.745	18	7.5	3	C6M
AH	0.746	18	7.5	3	C6M
AH	0.696	18	7.5	3	C6M
AH	0.743	18	7.5	3	C6M
AH	0.75	18	7.5	3	C6M
AH	0.714	18	7.5	3	C6M
AH	0.722	18	7.5	3	C6M
AH	0.773	18	7.5	3	C6M
AH	0.771	18	7.5	3	C6M
AH	0.761	18	7.5	3	C6M
AH	0.746	18	7.5	3	C6M
AH	0.757	18	7.5	3	C6M
AH	0.732	18	7.5	3	C6M
AH	0.717	18	7.5	3	C6M
AH	0.742	18	7.5	3	C6M
AH	0.711	18	7.5	3	C6M
AH	0.745	18	7.5	3	C6M
AH	0.755	18	7.5	3	C6M
AH	0.757	18	7.5	3	C6M
AH	0.714	18	7.5	3	C6M
AH	0.736	18	7.5	3	C6M
HA	0.877	22	8.2	3	C6F
HA	0.726	22	8.2	3	C6F
HA	0.893	22	8.2	3	C6F
HA	0.813	22	8.2	3	C6F
HA	0.893	22	8.2	3	C6F
HA	0.823	22	8.2	3	C6F
HA	0.872	22	8.2	3	C6F
HA	0.815	22	8.2	3	C6F
HA	0.814	22	8.2	3	C6F
HA	0.827	22	8.2	3	C6F
HA	0.83	22	8.2	3	C6F
HA	0.843	22	8.2	3	C6F
HA	0.883	22	8.2	3	C6F
HA	0.866	22	8.2	3	C6F
HA	0.776	22	8.2	3	C6F
HA	0.875	22	8.2	3	C6F
HA	0.845	22	8.2	3	C6F
HA	0.894	22	8.2	3	C6F
HA	0.858	22	8.2	3	C6F
HA	0.867	22	8.2	3	C6F
HA	0.848	22	8.2	3	C6F
HA	0.835	22	8.2	3	C6F
HA	0.858	22	8.2	3	C6F
HA	0.827	22	8.2	3	C6F
HA	0.842	22	8.2	3	C6F
HA	0.836	22	8.2	3	C6F
HA	0.886	22	8.2	3	C6F
HA	0.847	22	8.2	3	C6F
HA	0.852	22	8.2	3	C6F
HA	0.892	22	8.2	3	C6F
HA	0.837	22	8.2	3	C6F
HA	0.857	22	8.2	3	C6F
HA	0.849	22	8.2	3	C6F
HA	0.846	22	8.2	3	C6F
HA	0.86	22	8.2	3	C6F
HA	0.83	22	8.2	3	C6F
HA	0.701	22	8.2	3	C6M
HA	0.726	22	8.2	3	C6M
HA	0.713	22	8.2	3	C6M
HA	0.682	22	8.2	3	C6M
HA	0.731	22	8.2	3	C6M
HA	0.734	22	8.2	3	C6M
HA	0.701	22	8.2	3	C6M
HA	0.698	22	8.2	3	C6M
HA	0.71	22	8.2	3	C6M
HA	0.718	22	8.2	3	C6M
HA	0.685	22	8.2	3	C6M
HA	0.66	22	8.2	3	C6M
HA	0.74	22	8.2	3	C6M
HA	0.68	22	8.2	3	C6M
HA	0.749	22	8.2	3	C6M
HA	0.738	22	8.2	3	C6M
HA	0.7	22	8.2	3	C6M
HA	0.643	22	8.2	3	C6M
HA	0.713	22	8.2	3	C6M
HA	0.702	22	8.2	3	C6M
HA	0.696	22	8.2	3	C6M
HA	0.737	22	8.2	3	C6M
HA	0.713	22	8.2	3	C6M
HA	0.669	22	8.2	3	C6M
HA	0.711	22	8.2	3	C6M
HA	0.711	22	8.2	3	C6M
HA	0.683	22	8.2	3	C6M
HA	0.743	22	8.2	3	C6M
HA	0.718	22	8.2	3	C6M
HA	0.695	22	8.2	3	C6M
HA	0.674	22	8.2	3	C6M
HA	0.721	22	8.2	3	C6M
HA	0.703	22	8.2	3	C6M
HA	0.738	22	8.2	3	C6M
HA	0.723	22	8.2	3	C6M
HA	0.75	22	8.2	3	C6M
HA	0.715	22	8.2	3	C6M
HA	0.727	22	8.2	3	C6M
HH	0.797	22	7.5	3	C6F
HH	0.801	22	7.5	3	C6F
HH	0.832	22	7.5	3	C6F
HH	0.796	22	7.5	3	C6F
HH	0.834	22	7.5	3	C6F
HH	0.892	22	7.5	3	C6F
HH	0.846	22	7.5	3	C6F
HH	0.789	22	7.5	3	C6F
HH	0.783	22	7.5	3	C6F
HH	0.795	22	7.5	3	C6F
HH	0.795	22	7.5	3	C6F
HH	0.822	22	7.5	3	C6F
HH	0.809	22	7.5	3	C6F
HH	0.829	22	7.5	3	C6F
HH	0.818	22	7.5	3	C6F
HH	0.765	22	7.5	3	C6F
HH	0.815	22	7.5	3	C6F
HH	0.834	22	7.5	3	C6F
HH	0.793	22	7.5	3	C6F
HH	0.795	22	7.5	3	C6F
HH	0.855	22	7.5	3	C6F
HH	0.79	22	7.5	3	C6F
HH	0.748	22	7.5	3	C6F
HH	0.781	22	7.5	3	C6F
HH	0.739	22	7.5	3	C6F
HH	0.82	22	7.5	3	C6F
HH	0.766	22	7.5	3	C6F
HH	0.804	22	7.5	3	C6F
HH	0.693	22	7.5	3	C6F
HH	0.811	22	7.5	3	C6F
HH	0.778	22	7.5	3	C6F
HH	0.807	22	7.5	3	C6F
HH	0.841	22	7.5	3	C6F
HH	0.78	22	7.5	3	C6F
HH	0.827	22	7.5	3	C6F
HH	0.865	22	7.5	3	C6F
HH	0.823	22	7.5	3	C6F
HH	0.861	22	7.5	3	C6F
HH	0.834	22	7.5	3	C6F
HH	0.841	22	7.5	3	C6F
HH	0.703	22	7.5	3	C6M
HH	0.611	22	7.5	3	C6M
HH	0.708	22	7.5	3	C6M
HH	0.698	22	7.5	3	C6M
HH	0.716	22	7.5	3	C6M
HH	0.703	22	7.5	3	C6M
HH	0.698	22	7.5	3	C6M
HH	0.667	22	7.5	3	C6M
HH	0.666	22	7.5	3	C6M
HH	0.681	22	7.5	3	C6M
HH	0.706	22	7.5	3	C6M
HH	0.723	22	7.5	3	C6M
HH	0.699	22	7.5	3	C6M
HH	0.709	22	7.5	3	C6M
HH	0.709	22	7.5	3	C6M
HH	0.69	22	7.5	3	C6M
HH	0.717	22	7.5	3	C6M
HH	0.693	22	7.5	3	C6M
HH	0.677	22	7.5	3	C6M
HH	0.698	22	7.5	3	C6M
HH	0.672	22	7.5	3	C6M
HH	0.689	22	7.5	3	C6M
HH	0.675	22	7.5	3	C6M
HH	0.671	22	7.5	3	C6M
HH	0.688	22	7.5	3	C6M
HH	0.677	22	7.5	3	C6M
HH	0.699	22	7.5	3	C6M
HH	0.682	22	7.5	3	C6M
HH	0.694	22	7.5	3	C6M
HH	0.687	22	7.5	3	C6M
HH	0.713	22	7.5	3	C6M
HH	0.663	22	7.5	3	C6M
HH	0.709	22	7.5	3	C6M
AA	0.337	18	8.2	6	C1
AA	0.324	18	8.2	6	C1
AA	0.327	18	8.2	6	C1
AA	0.342	18	8.2	6	C1
AA	0.351	18	8.2	6	C1
AA	0.346	18	8.2	6	C1
AA	0.332	18	8.2	6	C1
AA	0.32	18	8.2	6	C1
AA	0.29	18	8.2	6	C1
AA	0.341	18	8.2	6	C1
AA	0.336	18	8.2	6	C1
AA	0.337	18	8.2	6	C1
AA	0.318	18	8.2	6	C1
AA	0.342	18	8.2	6	C1
AA	0.353	18	8.2	6	C1
AA	0.339	18	8.2	6	C1
AA	0.304	18	8.2	6	C1
AA	0.347	18	8.2	6	C1
